"Ensembl_ID" "Gene_symbol" "Biotype" "Comparison" "logFC" "FDR"
"ENSG00000101438" "SLC32A1" "Protein_Coding" "Normal vs Doxo-treated" 7.820311491 0.001388718
"ENSG00000107187" "LHX3" "Protein_Coding" "Normal vs Doxo-treated" 6.050946146 0.001388718
"ENSG00000136011" "STAB2" "Protein_Coding" "Normal vs Doxo-treated" 7.462993426 0.001388718
"ENSG00000183696" "UPP1" "Protein_Coding" "Normal vs Doxo-treated" 2.612185602 0.001493033
"ENSG00000226985" "LINC01203" "lncRNA" "Normal vs Doxo-treated" 6.306875636 0.00151464
"ENSG00000167034" "NKX3-1" "Protein_Coding" "Normal vs Doxo-treated" 2.759238102 0.001545086
"ENSG00000073861" "TBX21" "Protein_Coding" "Normal vs Doxo-treated" 8.154662291 0.001600371
"ENSG00000187416" "LHFPL3" "Protein_Coding" "Normal vs Doxo-treated" 7.220120713 0.001602134
"ENSG00000278705" "H4C2" "Protein_Coding" "Normal vs Doxo-treated" 7.670546739 0.001611875
"ENSG00000222047" "C10orf55" "lncRNA" "Normal vs Doxo-treated" 7.350071036 0.001626753
"ENSG00000160216" "AGPAT3" "Protein_Coding" "Normal vs Doxo-treated" -2.081429707 0.001649561
"ENSG00000106078" "COBL" "Protein_Coding" "Normal vs Doxo-treated" 7.221450297 0.001650316
"ENSG00000186766" "FOXI2" "Protein_Coding" "Normal vs Doxo-treated" 7.282762983 0.0016934
"ENSG00000237512" "UNC5B-AS1" "lncRNA" "Normal vs Doxo-treated" 5.167756159 0.0016934
"ENSG00000104093" "DMXL2" "Protein_Coding" "Normal vs Doxo-treated" -2.457840336 0.001721302
"ENSG00000095970" "TREM2" "Protein_Coding" "Normal vs Doxo-treated" 8.941336025 0.00172463
"ENSG00000153820" "SPHKAP" "Protein_Coding" "Normal vs Doxo-treated" 7.558273157 0.00172463
"ENSG00000164379" "FOXQ1" "Protein_Coding" "Normal vs Doxo-treated" 5.9274682 0.001728452
"ENSG00000027869" "SH2D2A" "Protein_Coding" "Normal vs Doxo-treated" 4.859142523 0.001739807
"ENSG00000065621" "GSTO2" "Protein_Coding" "Normal vs Doxo-treated" 3.06936997 0.00176033
"ENSG00000173805" "HAP1" "Protein_Coding" "Normal vs Doxo-treated" 4.347512157 0.00176033
"ENSG00000100433" "KCNK10" "Protein_Coding" "Normal vs Doxo-treated" 7.178198577 0.001768058
"ENSG00000276241" "ENSG00000276241" "lncRNA" "Normal vs Doxo-treated" 8.918429094 0.001773199
"ENSG00000154016" "GRAP" "Protein_Coding" "Normal vs Doxo-treated" 5.188159267 0.001802416
"ENSG00000287021" "ENSG00000287021" "lncRNA" "Normal vs Doxo-treated" 7.41192765 0.001802416
"ENSG00000076604" "TRAF4" "Protein_Coding" "Normal vs Doxo-treated" 2.082356724 0.001816915
"ENSG00000172575" "RASGRP1" "Protein_Coding" "Normal vs Doxo-treated" 4.880228654 0.001820936
"ENSG00000130768" "SMPDL3B" "Protein_Coding" "Normal vs Doxo-treated" 8.426794905 0.001822449
"ENSG00000103569" "AQP9" "Protein_Coding" "Normal vs Doxo-treated" 7.143394488 0.001843694
"ENSG00000254231" "WWP1-AS1" "lncRNA" "Normal vs Doxo-treated" 4.897145013 0.001843694
"ENSG00000151689" "INPP1" "Protein_Coding" "Normal vs Doxo-treated" 2.24634765 0.001849959
"ENSG00000159708" "LRRC36" "Protein_Coding" "Normal vs Doxo-treated" 7.184986877 0.001849959
"ENSG00000131951" "LRRC9" "Protein_Coding" "Normal vs Doxo-treated" 7.333199695 0.001891101
"ENSG00000131389" "SLC6A6" "Protein_Coding" "Normal vs Doxo-treated" -2.370170153 0.001941928
"ENSG00000170734" "POLH" "Protein_Coding" "Normal vs Doxo-treated" 2.077734501 0.001996427
"ENSG00000110169" "HPX" "Protein_Coding" "Normal vs Doxo-treated" 4.16172412 0.001998859
"ENSG00000095383" "TBC1D2" "Protein_Coding" "Normal vs Doxo-treated" 2.863882672 0.002021916
"ENSG00000131374" "TBC1D5" "Protein_Coding" "Normal vs Doxo-treated" -2.147854716 0.002043243
"ENSG00000167992" "VWCE" "Protein_Coding" "Normal vs Doxo-treated" 3.719163031 0.002050621
"ENSG00000272078" "ENSG00000272078" "lncRNA" "Normal vs Doxo-treated" 7.103455589 0.002060829
"ENSG00000143217" "NECTIN4" "Protein_Coding" "Normal vs Doxo-treated" 6.804238384 0.002066533
"ENSG00000104228" "TRIM35" "Protein_Coding" "Normal vs Doxo-treated" 2.071476791 0.002108838
"ENSG00000111249" "CUX2" "Protein_Coding" "Normal vs Doxo-treated" 7.334492592 0.002108838
"ENSG00000136944" "LMX1B" "Protein_Coding" "Normal vs Doxo-treated" 7.174081031 0.002108838
"ENSG00000128594" "LRRC4" "Protein_Coding" "Normal vs Doxo-treated" 5.019698601 0.002114975
"ENSG00000144852" "NR1I2" "Protein_Coding" "Normal vs Doxo-treated" 5.885524426 0.002121467
"ENSG00000186642" "PDE2A" "Protein_Coding" "Normal vs Doxo-treated" 4.339659761 0.002125825
"ENSG00000189410" "SH2D5" "Protein_Coding" "Normal vs Doxo-treated" 3.664704928 0.002125825
"ENSG00000059804" "SLC2A3" "Protein_Coding" "Normal vs Doxo-treated" -2.335598492 0.00213435
"ENSG00000164938" "TP53INP1" "Protein_Coding" "Normal vs Doxo-treated" 2.052317484 0.00213435
"ENSG00000183560" "IZUMO1R" "Protein_Coding" "Normal vs Doxo-treated" 7.674317435 0.00213435
"ENSG00000232352" "SEMA3B-AS1" "lncRNA" "Normal vs Doxo-treated" 7.106294435 0.00213435
"ENSG00000286259" "ENSG00000286259" "lncRNA" "Normal vs Doxo-treated" 7.106294689 0.00213435
"ENSG00000081479" "LRP2" "Protein_Coding" "Normal vs Doxo-treated" 7.403288821 0.002158801
"ENSG00000179165" "PXT1" "Protein_Coding" "Normal vs Doxo-treated" 7.059487241 0.002226302
"ENSG00000229425" "ENSG00000229425" "lncRNA" "Normal vs Doxo-treated" 7.02160241 0.002228643
"ENSG00000230424" "EMC1-AS1" "lncRNA" "Normal vs Doxo-treated" 4.355027128 0.002229174
"ENSG00000187715" "KBTBD12" "Protein_Coding" "Normal vs Doxo-treated" 7.148980467 0.002231602
"ENSG00000148357" "HMCN2" "Protein_Coding" "Normal vs Doxo-treated" 5.894859064 0.002240658
"ENSG00000289170" "ENSG00000289170" "lncRNA" "Normal vs Doxo-treated" 7.613635425 0.002277782
"ENSG00000172673" "THEMIS" "Protein_Coding" "Normal vs Doxo-treated" 5.696105768 0.002342681
"ENSG00000074803" "SLC12A1" "Protein_Coding" "Normal vs Doxo-treated" 7.335797802 0.002348263
"ENSG00000113946" "CLDN16" "Protein_Coding" "Normal vs Doxo-treated" 7.335797577 0.002348263
"ENSG00000181143" "MUC16" "Protein_Coding" "Normal vs Doxo-treated" 7.109162033 0.002437304
"ENSG00000254415" "SIGLEC14" "Protein_Coding" "Normal vs Doxo-treated" 7.619682058 0.002443907
"ENSG00000174944" "P2RY14" "Protein_Coding" "Normal vs Doxo-treated" 6.978111152 0.002450082
"ENSG00000280744" "LINC01173" "lncRNA" "Normal vs Doxo-treated" 7.017153508 0.002450082
"ENSG00000160917" "CPSF4" "Protein_Coding" "Normal vs Doxo-treated" 2.074002978 0.002489997
"ENSG00000133131" "MORC4" "Protein_Coding" "Normal vs Doxo-treated" 2.498687177 0.002512114
"ENSG00000223475" "VOPP1-DT" "lncRNA" "Normal vs Doxo-treated" 7.228242451 0.002512114
"ENSG00000265408" "ENSG00000265408" "lncRNA" "Normal vs Doxo-treated" 6.98113777 0.002512114
"ENSG00000285530" "ENSG00000285530" "lncRNA" "Normal vs Doxo-treated" 7.026057721 0.002512114
"ENSG00000289911" "ENSG00000289911" "lncRNA" "Normal vs Doxo-treated" 7.171277392 0.002512114
"ENSG00000258926" "ENSG00000258926" "lncRNA" "Normal vs Doxo-treated" 5.607574897 0.002539195
"ENSG00000165238" "WNK2" "Protein_Coding" "Normal vs Doxo-treated" 6.091731662 0.002546889
"ENSG00000236719" "OVAAL" "lncRNA" "Normal vs Doxo-treated" 5.655154273 0.002606667
"ENSG00000179915" "NRXN1" "Protein_Coding" "Normal vs Doxo-treated" 6.975075443 0.00261888
"ENSG00000163508" "EOMES" "Protein_Coding" "Normal vs Doxo-treated" 7.015647443 0.002652385
"ENSG00000187833" "C2orf78" "Protein_Coding" "Normal vs Doxo-treated" 6.982662029 0.002652385
"ENSG00000158428" "CATIP" "Protein_Coding" "Normal vs Doxo-treated" 8.378653797 0.002656948
"ENSG00000137265" "IRF4" "Protein_Coding" "Normal vs Doxo-treated" 7.40028519 0.002687433
"ENSG00000232774" "LINC03033" "lncRNA" "Normal vs Doxo-treated" 3.08346037 0.002687433
"ENSG00000143674" "MAP3K21" "Protein_Coding" "Normal vs Doxo-treated" 4.536319519 0.002697346
"ENSG00000174038" "C9orf131" "Protein_Coding" "Normal vs Doxo-treated" 7.027565791 0.002697346
"ENSG00000275552" "ENSG00000275552" "lncRNA" "Normal vs Doxo-treated" 5.834191483 0.002697346
"ENSG00000184697" "CLDN6" "Protein_Coding" "Normal vs Doxo-treated" 6.137331496 0.00270138
"ENSG00000198846" "TOX" "Protein_Coding" "Normal vs Doxo-treated" 5.237758416 0.00270138
"ENSG00000132274" "TRIM22" "Protein_Coding" "Normal vs Doxo-treated" 2.106396207 0.002719224
"ENSG00000286339" "ENSG00000286339" "lncRNA" "Normal vs Doxo-treated" 6.314301439 0.002719224
"ENSG00000247095" "MIR210HG" "lncRNA" "Normal vs Doxo-treated" -4.282641009 0.002726245
"ENSG00000164796" "CSMD3" "Protein_Coding" "Normal vs Doxo-treated" 5.833468727 0.002748905
"ENSG00000288951" "ENSG00000288951" "lncRNA" "Normal vs Doxo-treated" 6.931723185 0.002774652
"ENSG00000152229" "PSTPIP2" "Protein_Coding" "Normal vs Doxo-treated" 2.556499902 0.002779097
"ENSG00000227640" "SOX21-AS1" "lncRNA" "Normal vs Doxo-treated" 7.132119264 0.002896566
"ENSG00000115840" "SLC25A12" "Protein_Coding" "Normal vs Doxo-treated" -2.850659343 0.002911627
"ENSG00000164181" "ELOVL7" "Protein_Coding" "Normal vs Doxo-treated" 5.639979221 0.002911627
"ENSG00000206075" "SERPINB5" "Protein_Coding" "Normal vs Doxo-treated" 7.071177649 0.002911627
"ENSG00000088992" "TESC" "Protein_Coding" "Normal vs Doxo-treated" 7.241079286 0.003026207
"ENSG00000213722" "DDAH2" "Protein_Coding" "Normal vs Doxo-treated" -2.583775108 0.003026207
"ENSG00000137491" "SLCO2B1" "Protein_Coding" "Normal vs Doxo-treated" 6.939506044 0.003059143
"ENSG00000166405" "RIC3" "Protein_Coding" "Normal vs Doxo-treated" 7.303517692 0.003084194
"ENSG00000146469" "VIP" "Protein_Coding" "Normal vs Doxo-treated" 6.887014077 0.003119373
"ENSG00000006283" "CACNA1G" "Protein_Coding" "Normal vs Doxo-treated" 4.188008952 0.003204771
"ENSG00000131015" "ULBP2" "Protein_Coding" "Normal vs Doxo-treated" 3.45400759 0.003204771
"ENSG00000154736" "ADAMTS5" "Protein_Coding" "Normal vs Doxo-treated" 3.578055537 0.003216101
"ENSG00000095464" "PDE6C" "Protein_Coding" "Normal vs Doxo-treated" 7.231044436 0.003241593
"ENSG00000144724" "PTPRG" "Protein_Coding" "Normal vs Doxo-treated" -2.066956666 0.003251191
"ENSG00000181585" "TMIE" "Protein_Coding" "Normal vs Doxo-treated" 5.513958445 0.003251191
"ENSG00000260231" "KDM7A-DT" "lncRNA" "Normal vs Doxo-treated" 3.618683466 0.003251191
"ENSG00000072858" "SIDT1" "Protein_Coding" "Normal vs Doxo-treated" 7.072696645 0.003285157
"ENSG00000081985" "IL12RB2" "Protein_Coding" "Normal vs Doxo-treated" 7.030632189 0.003285157
"ENSG00000125285" "SOX21" "Protein_Coding" "Normal vs Doxo-treated" 7.130642578 0.003285157
"ENSG00000136943" "CTSV" "Protein_Coding" "Normal vs Doxo-treated" 3.744717644 0.003285157
"ENSG00000145743" "FBXL17" "Protein_Coding" "Normal vs Doxo-treated" -2.370563601 0.003285157
"ENSG00000157851" "DPYSL5" "Protein_Coding" "Normal vs Doxo-treated" 7.030633581 0.003285157
"ENSG00000158486" "DNAH3" "Protein_Coding" "Normal vs Doxo-treated" 6.941093614 0.003285157
"ENSG00000204661" "C5orf60" "lncRNA" "Normal vs Doxo-treated" 7.13064163 0.003285157
"ENSG00000254275" "LINC00824" "lncRNA" "Normal vs Doxo-treated" 7.030633714 0.003285157
"ENSG00000270076" "ENSG00000270076" "lncRNA" "Normal vs Doxo-treated" 5.207141241 0.003285157
"ENSG00000224939" "LINC00184" "lncRNA" "Normal vs Doxo-treated" 6.840867178 0.003299329
"ENSG00000236700" "LINC01010" "lncRNA" "Normal vs Doxo-treated" 6.09278716 0.003331709
"ENSG00000066405" "CLDN18" "Protein_Coding" "Normal vs Doxo-treated" 5.496729328 0.003354449
"ENSG00000221852" "KRTAP1-5" "Protein_Coding" "Normal vs Doxo-treated" 5.758168279 0.003354449
"ENSG00000090020" "SLC9A1" "Protein_Coding" "Normal vs Doxo-treated" 2.404361229 0.003385471
"ENSG00000121966" "CXCR4" "Protein_Coding" "Normal vs Doxo-treated" 6.101409773 0.003410432
"ENSG00000172987" "HPSE2" "Protein_Coding" "Normal vs Doxo-treated" 6.987332426 0.003420585
"ENSG00000235538" "ENSG00000235538" "lncRNA" "Normal vs Doxo-treated" 6.987332482 0.003420585
"ENSG00000179163" "FUCA1" "Protein_Coding" "Normal vs Doxo-treated" 2.101874775 0.003425207
"ENSG00000186047" "DLEU7" "Protein_Coding" "Normal vs Doxo-treated" 7.339777509 0.003425207
"ENSG00000186479" "RGS7BP" "Protein_Coding" "Normal vs Doxo-treated" 7.239671041 0.003431189
"ENSG00000255571" "MIR9-3HG" "lncRNA" "Normal vs Doxo-treated" 5.677152177 0.003432714
"ENSG00000122012" "SV2C" "Protein_Coding" "Normal vs Doxo-treated" 6.845768832 0.003496319
"ENSG00000103723" "AP3B2" "Protein_Coding" "Normal vs Doxo-treated" 4.576101927 0.003523936
"ENSG00000287134" "ENSG00000287134" "lncRNA" "Normal vs Doxo-treated" 7.011014226 0.003632483
"ENSG00000196335" "STK31" "Protein_Coding" "Normal vs Doxo-treated" 6.837579305 0.003671755
"ENSG00000132465" "JCHAIN" "Protein_Coding" "Normal vs Doxo-treated" 5.950832918 0.003694057
"ENSG00000131558" "EXOC4" "Protein_Coding" "Normal vs Doxo-treated" -1.944442959 0.003724768
"ENSG00000137843" "PAK6" "Protein_Coding" "Normal vs Doxo-treated" 5.741344634 0.003868683
"ENSG00000129682" "FGF13" "Protein_Coding" "Normal vs Doxo-treated" 7.273312789 0.003935599
"ENSG00000197893" "NRAP" "Protein_Coding" "Normal vs Doxo-treated" 6.896662411 0.003935599
"ENSG00000267107" "PCAT19" "lncRNA" "Normal vs Doxo-treated" 5.524476077 0.003935599
"ENSG00000268658" "LINC00664" "lncRNA" "Normal vs Doxo-treated" 5.725584982 0.003935599
"ENSG00000287561" "ENSG00000287561" "lncRNA" "Normal vs Doxo-treated" 7.307527808 0.003935599
"ENSG00000171126" "KCNG3" "Protein_Coding" "Normal vs Doxo-treated" 5.82986835 0.003966062
"ENSG00000187240" "DYNC2H1" "Protein_Coding" "Normal vs Doxo-treated" -2.22688423 0.003977991
"ENSG00000118492" "ADGB" "Protein_Coding" "Normal vs Doxo-treated" 6.743849954 0.004144392
"ENSG00000164512" "ANKRD55" "Protein_Coding" "Normal vs Doxo-treated" 6.743850023 0.004145596
"ENSG00000170209" "ANKK1" "Protein_Coding" "Normal vs Doxo-treated" 5.161794372 0.004184594
"ENSG00000115008" "IL1A" "Protein_Coding" "Normal vs Doxo-treated" 3.920117803 0.004203982
"ENSG00000148541" "FAM13C" "Protein_Coding" "Normal vs Doxo-treated" 3.702726049 0.004236309
"ENSG00000138646" "HERC5" "Protein_Coding" "Normal vs Doxo-treated" 4.610837043 0.004253019
"ENSG00000131979" "GCH1" "Protein_Coding" "Normal vs Doxo-treated" 3.000907312 0.004321746
"ENSG00000204175" "GPRIN2" "Protein_Coding" "Normal vs Doxo-treated" 5.444146287 0.004470017
"ENSG00000235724" "PSMD14-DT" "lncRNA" "Normal vs Doxo-treated" 6.747300155 0.004481986
"ENSG00000121101" "TEX14" "Protein_Coding" "Normal vs Doxo-treated" 5.124045443 0.004518845
"ENSG00000180532" "ZSCAN4" "Protein_Coding" "Normal vs Doxo-treated" 6.233408552 0.00453898
"ENSG00000204947" "ZNF425" "Protein_Coding" "Normal vs Doxo-treated" 2.686790946 0.004580089
"ENSG00000159339" "PADI4" "Protein_Coding" "Normal vs Doxo-treated" 6.990552617 0.004582834
"ENSG00000170385" "SLC30A1" "Protein_Coding" "Normal vs Doxo-treated" 2.467262542 0.004582834
"ENSG00000289298" "ENSG00000289298" "lncRNA" "Normal vs Doxo-treated" 5.20863411 0.004686782
"ENSG00000287763" "ENSG00000287763" "lncRNA" "Normal vs Doxo-treated" 4.533383557 0.004697842
"ENSG00000150893" "FREM2" "Protein_Coding" "Normal vs Doxo-treated" 6.690995055 0.004711808
"ENSG00000145832" "SLC25A48" "Protein_Coding" "Normal vs Doxo-treated" 6.850810804 0.004724544
"ENSG00000258535" "ENSG00000258535" "lncRNA" "Normal vs Doxo-treated" 6.850810812 0.004724544
"ENSG00000005073" "HOXA11" "Protein_Coding" "Normal vs Doxo-treated" 7.788296951 0.004787177
"ENSG00000233695" "GAS6-AS1" "lncRNA" "Normal vs Doxo-treated" 3.745700541 0.00479704
"ENSG00000289168" "ENSG00000289168" "lncRNA" "Normal vs Doxo-treated" 6.749053456 0.004841654
"ENSG00000118946" "PCDH17" "Protein_Coding" "Normal vs Doxo-treated" 6.053875471 0.004870096
"ENSG00000274578" "ENSG00000274578" "lncRNA" "Normal vs Doxo-treated" 7.088766182 0.004870096
"ENSG00000185070" "FLRT2" "Protein_Coding" "Normal vs Doxo-treated" 2.008067771 0.005173416
"ENSG00000198538" "ZNF28" "Protein_Coding" "Normal vs Doxo-treated" 2.116587314 0.005173416
"ENSG00000152208" "GRID2" "Protein_Coding" "Normal vs Doxo-treated" 6.73689344 0.005174328
"ENSG00000204666" "ZNF473CR" "lncRNA" "Normal vs Doxo-treated" 5.322388554 0.005174328
"ENSG00000230798" "FOXD3-AS1" "lncRNA" "Normal vs Doxo-treated" 5.393568634 0.005174328
"ENSG00000287535" "ENSG00000287535" "lncRNA" "Normal vs Doxo-treated" 6.736893222 0.005174328
"ENSG00000181218" "H2AC25" "Protein_Coding" "Normal vs Doxo-treated" 2.798326417 0.00521511
"ENSG00000104537" "ANXA13" "Protein_Coding" "Normal vs Doxo-treated" 6.900035951 0.005228474
"ENSG00000230426" "LINC01036" "lncRNA" "Normal vs Doxo-treated" 6.900035675 0.005228474
"ENSG00000134198" "TSPAN2" "Protein_Coding" "Normal vs Doxo-treated" 5.60815124 0.005229969
"ENSG00000007062" "PROM1" "Protein_Coding" "Normal vs Doxo-treated" 6.696328808 0.005352524
"ENSG00000147202" "DIAPH2" "Protein_Coding" "Normal vs Doxo-treated" -2.413046854 0.005352524
"ENSG00000140090" "SLC24A4" "Protein_Coding" "Normal vs Doxo-treated" 6.696329444 0.005353841
"ENSG00000092964" "DPYSL2" "Protein_Coding" "Normal vs Doxo-treated" -2.116391759 0.005403921
"ENSG00000139044" "B4GALNT3" "Protein_Coding" "Normal vs Doxo-treated" 4.763635769 0.005451396
"ENSG00000182103" "FAM181B" "Protein_Coding" "Normal vs Doxo-treated" 7.126086358 0.005451396
"ENSG00000225362" "CT62" "lncRNA" "Normal vs Doxo-treated" 5.960915085 0.005451396
"ENSG00000240350" "SOCAR" "lncRNA" "Normal vs Doxo-treated" 5.169344288 0.005451396
"ENSG00000230615" "ENSG00000230615" "lncRNA" "Normal vs Doxo-treated" 3.293492812 0.005461128
"ENSG00000196747" "H2AC13" "Protein_Coding" "Normal vs Doxo-treated" 4.205518365 0.005484804
"ENSG00000189056" "RELN" "Protein_Coding" "Normal vs Doxo-treated" 6.243312478 0.005502566
"ENSG00000246705" "H2AJ" "Protein_Coding" "Normal vs Doxo-treated" 1.87473818 0.005502566
"ENSG00000111837" "MAK" "Protein_Coding" "Normal vs Doxo-treated" 6.634324794 0.005506862
"ENSG00000288765" "ENSG00000288765" "lncRNA" "Normal vs Doxo-treated" 8.110723886 0.005516918
"ENSG00000174325" "DIRC1" "lncRNA" "Normal vs Doxo-treated" 5.734489835 0.005527848
"ENSG00000113070" "HBEGF" "Protein_Coding" "Normal vs Doxo-treated" 2.422572021 0.005530662
"ENSG00000160145" "KALRN" "Protein_Coding" "Normal vs Doxo-treated" 4.483629055 0.005561861
"ENSG00000175793" "SFN" "Protein_Coding" "Normal vs Doxo-treated" 4.959866401 0.005561861
"ENSG00000261730" "FOXF2-DT" "lncRNA" "Normal vs Doxo-treated" 6.641606013 0.005561861
"ENSG00000286050" "ENSG00000286050" "lncRNA" "Normal vs Doxo-treated" 5.505589371 0.005561861
"ENSG00000286655" "ENSG00000286655" "lncRNA" "Normal vs Doxo-treated" 6.685628076 0.005561861
"ENSG00000289438" "ENSG00000289438" "lncRNA" "Normal vs Doxo-treated" 5.26911263 0.005561861
"ENSG00000095203" "EPB41L4B" "Protein_Coding" "Normal vs Doxo-treated" 3.366601292 0.005568272
"ENSG00000106536" "POU6F2" "Protein_Coding" "Normal vs Doxo-treated" 6.581021003 0.005568272
"ENSG00000125845" "BMP2" "Protein_Coding" "Normal vs Doxo-treated" 2.700698292 0.005568272
"ENSG00000133392" "MYH11" "Protein_Coding" "Normal vs Doxo-treated" 4.91955216 0.005568272
"ENSG00000152034" "MCHR2" "Protein_Coding" "Normal vs Doxo-treated" 6.581021042 0.005568272
"ENSG00000203685" "STUM" "Protein_Coding" "Normal vs Doxo-treated" 6.947688739 0.005568272
"ENSG00000179588" "ZFPM1" "Protein_Coding" "Normal vs Doxo-treated" 2.440182891 0.005569125
"ENSG00000266265" "KLF14" "Protein_Coding" "Normal vs Doxo-treated" 7.493020889 0.005603909
"ENSG00000173227" "SYT12" "Protein_Coding" "Normal vs Doxo-treated" 3.632500333 0.005636385
"ENSG00000268460" "ENSG00000268460" "lncRNA" "Normal vs Doxo-treated" 6.803467841 0.005650655
"ENSG00000286885" "ENSG00000286885" "lncRNA" "Normal vs Doxo-treated" 6.579159795 0.005696845
"ENSG00000162975" "KCNF1" "Protein_Coding" "Normal vs Doxo-treated" 7.047244984 0.005713725
"ENSG00000070182" "SPTB" "Protein_Coding" "Normal vs Doxo-treated" 5.490263702 0.005723489
"ENSG00000048392" "RRM2B" "Protein_Coding" "Normal vs Doxo-treated" 2.253431819 0.005749584
"ENSG00000232098" "ZNF584-DT" "lncRNA" "Normal vs Doxo-treated" 2.415533388 0.005749584
"ENSG00000230943" "LINC02541" "lncRNA" "Normal vs Doxo-treated" 6.153942787 0.005852792
"ENSG00000253973" "NRIP3-DT" "lncRNA" "Normal vs Doxo-treated" 6.584750637 0.005892139
"ENSG00000286672" "ENSG00000286672" "lncRNA" "Normal vs Doxo-treated" 6.584751107 0.005893596
"ENSG00000101076" "HNF4A" "Protein_Coding" "Normal vs Doxo-treated" 6.901765241 0.005896336
"ENSG00000197084" "LCE1C" "Protein_Coding" "Normal vs Doxo-treated" 7.273401799 0.005896336
"ENSG00000162894" "FCMR" "Protein_Coding" "Normal vs Doxo-treated" 5.106477553 0.005901754
"ENSG00000164398" "ACSL6" "Protein_Coding" "Normal vs Doxo-treated" 7.078955359 0.005949516
"ENSG00000169783" "LINGO1" "Protein_Coding" "Normal vs Doxo-treated" 4.809954817 0.005960458
"ENSG00000102445" "RUBCNL" "Protein_Coding" "Normal vs Doxo-treated" 7.432959363 0.005961769
"ENSG00000124067" "SLC12A4" "Protein_Coding" "Normal vs Doxo-treated" 2.270479113 0.005961769
"ENSG00000036828" "CASR" "Protein_Coding" "Normal vs Doxo-treated" 6.643471309 0.005978966
"ENSG00000128815" "WDFY4" "Protein_Coding" "Normal vs Doxo-treated" 6.643471548 0.005978966
"ENSG00000124721" "DNAH8" "Protein_Coding" "Normal vs Doxo-treated" 4.679219622 0.00603533
"ENSG00000182261" "NLRP10" "Protein_Coding" "Normal vs Doxo-treated" 3.869408296 0.006045095
"ENSG00000204928" "GRXCR2" "Protein_Coding" "Normal vs Doxo-treated" 6.523675486 0.006045095
"ENSG00000026103" "FAS" "Protein_Coding" "Normal vs Doxo-treated" 1.876920328 0.006095524
"ENSG00000089169" "RPH3A" "Protein_Coding" "Normal vs Doxo-treated" 6.854324919 0.006095524
